rank,entity,total_mentions,literature,miviludes,interviews
1753,constitution,4,4,0,0
1754,personal autonomy,4,4,0,0
1755,robert lifton,4,4,0,0
1756,basic mistrust,4,4,0,0
1757,motivation,4,4,0,0
1758,opportunity,4,4,0,0
1759,saul levine,4,4,0,0
1760,exemplary dualism,4,4,0,0
1761,evangelism,4,4,0,0
1762,scientific research,4,4,0,0
1763,us,4,4,0,0
1764,false self,4,4,0,0
1765,social influence,4,4,0,0
1766,conspiracy,4,4,0,0
1767,situation,4,4,0,0
1768,james richardson,4,4,0,0
1769,guyana,4,4,0,0
1770,state shinto,4,4,0,0
1771,dominant churches,4,4,0,0
1772,richard ofshe,4,4,0,0
1773,modernization,4,4,0,0
1774,deviant,4,4,0,0
1775,pagan community,4,4,0,0
1776,astrology,4,4,0,0
1777,religious sensibilities,4,4,0,0
1778,late modernity,4,4,0,0
1779,joiners,4,4,0,0
1780,reflexivity,4,4,0,0
1781,expert systems,4,4,0,0
1782,web,4,4,0,0
1783,hindus,4,4,0,0
1784,dispensationalism,4,4,0,0
1785,corporations,4,4,0,0
1786,social structure,4,4,0,0
1787,internal factors,4,4,0,0
1788,isolation,4,3,1,0
1789,actions,4,4,0,0
1790,daily lives,4,4,0,0
1791,young adults,4,4,0,0
1792,external factors,4,4,0,0
1793,police officers,4,4,0,0
1794,controversial groups,4,4,0,0
1795,black,4,4,0,0
1796,cult problem,4,4,0,0
1797,dsm-iii,4,4,0,0
1798,exit counselors,4,4,0,0
1799,system,4,4,0,0
1800,the process,4,4,0,0
1801,defectors,4,4,0,0
1802,pregnancy,4,4,0,0
1803,ritual abuse,4,4,0,0
1804,psychiatrist,4,4,0,0
1805,intimacy,4,4,0,0
1806,youth,4,4,0,0
1807,shy,4,4,0,0
1808,alienation,4,4,0,0
1809,devotee,4,4,0,0
1810,influence,4,4,0,0
1811,cultic beliefs,4,4,0,0
1812,ideologies,4,4,0,0
1813,affiliates,4,4,0,0
1814,expulsion,4,4,0,0
1815,marc breault,4,4,0,0
1816,freud,4,4,0,0
1817,neurosis,4,4,0,0
1818,lifestyles,4,4,0,0
1819,marx,4,4,0,0
1820,religious phenomena,4,4,0,0
1821,millennial studies,4,4,0,0
1822,millennial groups,4,4,0,0
1823,apocalyptic beliefs,4,4,0,0
1824,hitler,4,4,0,0
1825,scholarly community,4,4,0,0
1826,mythic stories,4,4,0,0
1827,stigma,4,4,0,0
1828,malinowski,4,4,0,0
1829,belief systems,4,4,0,0
1830,unarians,4,4,0,0
1831,neo-pagans,4,4,0,0
1832,conventional religions,4,4,0,0
1833,urantia,4,4,0,0
1834,women's roles,4,4,0,0
1835,communal groups,4,4,0,0
1836,ramtha,4,4,0,0
1837,aryan nations,4,4,0,0
1838,sex complementarity,4,4,0,0
1839,sex polarity,4,4,0,0
1840,parent,4,4,0,0
1841,international society for krishna consciousness (iskcon),4,4,0,0
1842,bruderhof,4,4,0,0
1843,coney,4,4,0,0
1844,ufological,4,4,0,0
1845,new communities,4,4,0,0
1846,yahweh,4,4,0,0
1847,selfhelp literature,4,4,0,0
1848,self-improvement courses,4,4,0,0
1849,engrams,4,4,0,0
1850,experiences,4,4,0,0
1851,new age studies,4,4,0,0
1852,new new religions,4,4,0,0
1853,lotus sutra,4,4,0,0
1854,o¯moto,4,4,0,0
1855,neo-pagan community,4,4,0,0
1856,legislation,4,4,0,0
1857,secrecy,4,4,0,0
1858,existing order,4,4,0,0
1859,armageddon,4,4,0,0
1860,davidian compound,4,4,0,0
1861,tragedy,4,4,0,0
1862,gandhi,4,4,0,0
1863,mismanagement,4,4,0,0
1864,rank and file,4,4,0,0
1865,vision,4,4,0,0
1866,dependency,4,4,0,0
1867,moses david,4,4,0,0
1868,martyrdom,4,4,0,0
1869,rog,4,4,0,0
1870,cdg,4,4,0,0
1871,cdgs,4,4,0,0
1872,breault,4,4,0,0
1873,governmental authorities,4,4,0,0
1874,all three groups,4,4,0,0
1875,asahara shˆ okˆ o,4,4,0,0
1876,freemasons,4,4,0,0
1877,death,4,4,0,0
1878,classroom,4,4,0,0
1879,body,4,4,0,0
1880,russian federation,4,4,0,0
1881,totalitarian sects,4,4,0,0
1882,mwerinde,4,4,0,0
1883,clients,4,4,0,0
1884,madness of crowds,4,4,0,0
1885,delusional,4,4,0,0
1886,plural marriage,4,4,0,0
1887,forest,4,4,0,0
1888,societies,4,4,0,0
1889,distress,4,4,0,0
1890,egypt,4,4,0,0
1891,control,4,4,0,0
1892,collaboration,4,4,0,0
1893,emotions,4,4,0,0
1894,patients,4,4,0,0
1895,sathya sai service organisation uk,4,4,0,0
1896,sai organisation,4,4,0,0
1897,european court of human rights,4,4,0,0
1898,aumists,4,4,0,0
1899,congress,4,4,0,0
1900,prejudice,4,4,0,0
1901,anti-cult activists,4,4,0,0
1902,speaking in tongues,4,3,0,1
1903,attachment,4,4,0,0
1904,communal living,4,4,0,0
1905,social sciences,4,4,0,0
1906,larson,4,4,0,0
1907,marion goldman,4,4,0,0
1908,evangelical christianity,4,4,0,0
1909,moral panics,4,4,0,0
1910,organized religion,4,4,0,0
1911,loyalty,4,4,0,0
1912,eve,4,4,0,0
1913,rae ¨l,4,4,0,0
1914,rajneeshee,4,4,0,0
1915,larger society,4,4,0,0
1916,religious bodies,4,4,0,0
1917,social institutions,4,4,0,0
1918,civil rights movement,4,4,0,0
1919,definition,4,3,0,1
1920,land,4,4,0,0
1921,male supremacy,4,4,0,0
1922,engels,4,4,0,0
1923,chaos,4,4,0,0
1924,goals,4,4,0,0
1925,television,4,4,0,0
1926,mosque,4,4,0,0
1927,poor,4,4,0,0
1928,food,4,4,0,0
1929,crisis cults,4,4,0,0
1930,religious indexes,4,4,0,0
1931,academy,4,4,0,0
1932,j. gordon melton,4,4,0,0
1933,client cults,4,4,0,0
1934,audience cults,4,4,0,0
1935,divine science,4,4,0,0
1936,homes of truth,4,4,0,0
1937,confucius,4,4,0,0
1938,william marrion branham,4,4,0,0
1939,buchman,4,4,0,0
1940,church of the sub-genius,4,4,0,0
1941,church of the bunny,4,4,0,0
1942,ice cream church,4,4,0,0
1943,dianic wicca,4,4,0,0
1944,foundation faith of god,4,4,0,0
1945,insight,4,4,0,0
1946,messianic jews,4,4,0,0
1947,kibwetere,4,4,0,0
1948,orage,4,4,0,0
1949,neo-american church,4,4,0,0
1950,haile selassie,4,4,0,0
1951,rastafarians,4,4,0,0
1952,rosicrucianism,4,4,0,0
1953,shinreikyo,4,4,0,0
1954,sikhism,4,4,0,0
1955,george,4,4,0,0
1956,term,4,4,0,0
1957,disciples association,4,4,0,0
1958,lord god sect,4,4,0,0
1959,criminal groups,4,4,0,0
1960,organizational structures,4,4,0,0
1961,silva method,4,4,0,0
1962,david v.barrett,4,4,0,0
1963,renewal movement,4,4,0,0
1964,spartas,4,4,0,0
1965,kwabena damuah,4,4,0,0
1966,amma,4,4,0,0
1967,atom,4,4,0,0
1968,physical,4,4,0,0
1969,philosophy,4,4,0,0
1970,temples,4,4,0,0
1971,assemblies of god,4,4,0,0
1972,pentecostal churches,4,4,0,0
1973,john wesley,4,4,0,0
1974,tikuna indians,4,4,0,0
1975,geshe kelsang gyatso,4,4,0,0
1976,byakkô shinkô kai,4,4,0,0
1977,ccr,4,4,0,0
1978,christaquarian,4,4,0,0
1979,christaquarians,4,4,0,0
1980,luigi francescon,4,4,0,0
1981,mckeown,4,4,0,0
1982,gautama buddha,4,4,0,0
1983,human soul,4,4,0,0
1984,deguchi nao,4,4,0,0
1985,patrick,4,4,0,0
1986,computers,4,4,0,0
1987,american ft,4,4,0,0
1988,teacher,4,4,0,0
1989,holism,4,4,0,0
1990,forest monks,4,4,0,0
1991,priestess,4,4,0,0
1992,environmentalism,4,4,0,0
1993,gaia,4,4,0,0
1994,second vatican council,4,4,0,0
1995,gurdjieffian psychology,4,4,0,0
1996,swami ghanananda saraswati,4,4,0,0
1997,nakayama miki,4,4,0,0
1998,honbushin,4,4,0,0
1999,icab,4,4,0,0
2000,jehu-appiah,4,4,0,0
2001,musama disco christo church,4,4,0,0
2002,islamic reform movements,4,4,0,0
2003,agikuyu,4,4,0,0
2004,richard alpert,4,4,0,0
2005,lectorium rosicrucianum,4,4,0,0
2006,lekhraj,4,4,0,0
2007,text,4,4,0,0
2008,california,4,4,0,0
2009,ul,4,4,0,0
2010,f.-w.haack,4,4,0,0
2011,ofudesaki,4,4,0,0
2012,okada mokichi,4,4,0,0
2013,paulo coelho,4,4,0,0
2014,alice lakwena,4,4,0,0
2015,self-proclaimed prophets,4,4,0,0
2016,buddhas,4,3,0,1
2017,mcc,4,4,0,0
2018,ruth montgomery,4,4,0,0
2019,movement for the restoration of the ten commandments of god (mrtcg),4,4,0,0
2020,murids,4,4,0,0
2021,noi,4,4,0,0
2022,deities,4,4,0,0
2023,new christian right,4,4,0,0
2024,christian right,4,4,0,0
2025,monks,4,4,0,0
2026,nuns,4,4,0,0
2027,emmanuelle,4,4,0,0
2028,ot0,4,4,0,0
2029,pagan federation,4,4,0,0
2030,sects and cults,4,4,0,0
2031,reiyûkai,4,4,0,0
2032,osho rajneesh,4,4,0,0
2033,lorenzo dow snow,4,4,0,0
2034,maxine morris,4,4,0,0
2035,bodhirak,4,4,0,0
2036,school,4,4,0,0
2037,okada,4,4,0,0
2038,shingon,4,4,0,0
2039,social action,4,4,0,0
2040,communalism,4,4,0,0
2041,spiritual human yoga,4,4,0,0
2042,transcendence,4,4,0,0
2043,swedenborg,4,4,0,0
2044,transcendentalism,4,4,0,0
2045,publications,4,4,0,0
2046,crystals,4,4,0,0
2047,david lane,4,4,0,0
2048,charismatic renewal,4,4,0,0
2049,intergalactic confederation,4,4,0,0
2050,valiente,4,4,0,0
2051,sweden,4,4,0,0
2052,winners chapel,4,4,0,0
2053,motherhood,4,4,0,0
2054,asceticism,4,4,0,0
2055,wives,4,4,0,0
2056,lehem,4,4,0,0
2057,ignatius lekganyane,4,4,0,0
2058,ignatius,4,4,0,0
2059,arianism,4,4,0,0
2060,roger williams,4,4,0,0
2061,referrals,4,4,0,0
2062,donors,4,4,0,0
2063,nardeck,4,4,0,0
2064,national resource and development council,4,4,0,0
2065,coercive deprogrammers,4,4,0,0
2066,anticultism,4,4,0,0
2067,carmelite nuns of our lady of divine provence,4,4,0,0
2068,benedictine order,4,4,0,0
2069,satanic abuse,4,4,0,0
2070,jesus people,4,4,0,0
2071,religious sect,4,2,0,2
2072,fragile millennial groups,4,4,0,0
2073,andrew sandlin,4,4,0,0
2074,legislators,4,4,0,0
2075,president bush,4,4,0,0
2076,wiccan group,4,4,0,0
2077,u.s. attorney,4,4,0,0
2078,follower,4,4,0,0
2079,counselors,4,4,0,0
2080,world-rejecting movement,4,4,0,0
2081,worldrejecting movement,4,4,0,0
2082,the inner peace movement,4,4,0,0
2083,scott,4,4,0,0
2084,eternal life,4,4,0,0
2085,cultic phenomena,4,4,0,0
2086,arthur l. bell,4,4,0,0
2087,subculture-evolution model,4,4,0,0
2088,entrepreneur,4,4,0,0
2089,theosophical movement,4,4,0,0
2090,mahatmas,4,4,0,0
2091,masters,4,4,0,0
2092,adam westfield,4,4,0,0
2093,jewish,4,4,0,0
2094,they,4,4,0,0
2095,diane mason,4,4,0,0
2096,conned,4,4,0,0
2097,social,4,4,0,0
2098,coercive,4,4,0,0
2099,leo ryan,4,4,0,0
2100,jonestown myth,4,4,0,0
2101,murders,4,4,0,0
2102,pilgrims,4,4,0,0
2103,sons of the one,4,4,0,0
2104,blue star,4,4,0,0
2105,husbands,4,4,0,0
2106,aidala,4,4,0,0
2107,new religious identity,4,4,0,0
2108,european convention for the protection of human rights and fundamental freedoms,4,4,0,0
2109,agency,4,4,0,0
2110,christian congregation of the jehovah's witnesses,4,4,0,0
2111,religious organisation,4,4,0,0
2112,british,4,4,0,0
2113,austrian law,4,4,0,0
2114,entities,4,4,0,0
2115,kripal,4,4,0,0
2116,sri aurobindo community,4,4,0,0
2117,mikael rothstein,4,4,0,0
2118,older religions,4,4,0,0
2119,cosmic u-curve,4,4,0,0
2120,i am movement,4,4,0,0
2121,brotherhood of the sun,4,4,0,0
2122,norman paulsen,4,4,0,0
2123,bhaktivedanta prabhupada,4,4,0,0
2124,prosperity,4,4,0,0
2125,shri mataji,4,4,0,0
2126,prout,4,4,0,0
2127,kilibob,4,4,0,0
2128,political leader,4,4,0,0
2129,free zone,4,4,0,0
2130,cherubim and seraphim movement,4,4,0,0
2131,zar movement,4,4,0,0
2132,neopagan religions,4,4,0,0
2133,folklore,4,4,0,0
2134,spiritual growth,4,4,0,0
2135,sai charitable trust,4,4,0,0
2136,theism,4,4,0,0
2137,neo-sufi,4,4,0,0
2138,neo-sufi nrms,4,4,0,0
2139,sufi society,4,4,0,0
2140,classic sufi sm,4,4,0,0
2141,creativity,4,4,0,0
2142,new age religion,4,4,0,0
2143,kentenich,4,4,0,0
2144,lord,4,4,0,0
2145,working class,4,4,0,0
2146,eastern europe,4,4,0,0
2147,prosperity teachings,4,4,0,0
2148,religious discrimination act,4,4,0,0
2149,freshers,4,4,0,0
2150,jesus fellowship,4,4,0,0
2151,seicho noie,4,4,0,0
2152,freecog,4,4,0,0
2153,mind control techniques,4,4,0,0
2154,de-programming,4,4,0,0
2155,cff/can,4,4,0,0
2156,psychological professionals,4,4,0,0
2157,professionals,4,4,0,0
2158,deprogrammed,4,4,0,0
2159,cult awareness network (can),4,4,0,0
2160,william e. riker,4,4,0,0
2161,somadrin,4,4,0,0
2162,jozsef gyurcsok,4,4,0,0
2163,open world,4,4,0,0
2164,venom,4,4,0,0
2165,gothic milieu,4,4,0,0
2166,american,4,4,0,0
2167,farrakhan,4,4,0,0
2168,american nazi party,4,4,0,0
2169,church of the creator,4,4,0,0
2170,oredsson,4,4,0,0
2171,madole,4,4,0,0
2172,patty hearst,4,4,0,0
2173,anti-semitism,4,4,0,0
2174,b'nai b'rith canada,4,4,0,0
2175,zeskind,4,4,0,0
2176,marxism-leninism,4,4,0,0
2177,branch davidian compound,4,4,0,0
2178,self-sealing system,4,4,0,0
2179,male,4,4,0,0
2180,friendship,4,4,0,0
2181,eleanor,4,4,0,0
2182,pbs,4,4,0,0
2183,synthesis publications,4,4,0,0
2184,marabouts,4,4,0,0
2185,french colonial administration,4,4,0,0
2186,charismatic aristocracy,4,4,0,0
2187,native american prophets,4,4,0,0
2188,conversion career,4,4,0,0
2189,sacred narrative,4,4,0,0
2190,female,4,4,0,0
2191,new age practitioners,4,4,0,0
2192,behavior norms,4,4,0,0
2193,sedgwick,4,4,0,0
2194,world trade center,4,4,0,0
2195,established churches,4,4,0,0
2196,renner,4,4,0,0
2197,gourou,4,1,2,1
2198,orizzonti nuovi,4,4,0,0
2199,salafi islam,4,4,0,0
2200,theocracy,4,4,0,0
2201,chechnya,4,4,0,0
2202,dagestan,4,4,0,0
2203,xie jiao,4,4,0,0
2204,white lotus,4,4,0,0
2205,yamagishikai,4,4,0,0
2206,publishers,4,4,0,0
2207,the apocalypse,4,4,0,0
2208,interest group,4,4,0,0
2209,religious radicals,4,4,0,0
2210,alexander joseph,4,4,0,0
2211,joel,4,4,0,0
2212,church of israel,4,4,0,0
2213,reorganized church,4,4,0,0
2214,harvey spencer lewis,4,4,0,0
2215,the church of satan,4,4,0,0
2216,the plain truth,4,4,0,0
2217,twitchell,4,4,0,0
2218,board,4,4,0,0
2219,militant secular anti-cult movement,4,4,0,0
2220,foucault,4,4,0,0
2221,sōka gakkai,4,4,0,0
2222,supplies,4,4,0,0
2223,aventine,4,4,0,0
2224,mormon movement,4,4,0,0
2225,mr. breivik,4,4,0,0
2226,psychological dependency,4,4,0,0
2227,pentecostal christians,4,4,0,0
2228,reformation,4,4,0,0
2229,selfishness,4,4,0,0
2230,greed,4,4,0,0
2231,feminist spiritualities,4,4,0,0
2232,john thornton,4,4,0,0
2233,venn,4,4,0,0
2234,newton,4,4,0,0
2235,ramsay,4,4,0,0
2236,abolitionists,4,4,0,0
2237,abolition,4,4,0,0
2238,mendip schools,4,4,0,0
2239,more sisters,4,4,0,0
2240,sizar,4,4,0,0
2241,more,4,4,0,0
2242,zachary macaulay,4,4,0,0
2243,james stephen's mother,4,4,0,0
2244,bettering society,4,4,0,0
2245,transformational leadership,4,4,0,0
2246,transformational leader,4,4,0,0
2247,minaret,4,4,0,0
2248,sayyids,4,4,0,0
2249,pir geru,4,4,0,0
2250,baba farid,4,4,0,0
2251,pir kara,4,4,0,0
2252,small shrines,4,4,0,0
2253,urs,4,4,0,0
2254,sidi faqirs,4,4,0,0
2255,bhut,4,4,0,0
2256,female saint,4,4,0,0
2257,mama ji sarkar,4,4,0,0
2258,muhammad din,4,4,0,0
2259,enfant,4,0,4,0
2260,tabitha's place de sus,4,0,4,0
2261,guerriers de lumière,4,0,4,0
2262,dpjj,4,0,4,0
2263,caimades,4,0,4,0
2264,l'ostracisme,4,0,4,0
2265,expérience sectaire,4,0,4,0
2266,groupes sectaires,4,0,4,0
2267,wohlrab-sahr and burchardt,3,3,0,0
2268,citizenship,3,3,0,0
2269,anti-sect associations,3,3,0,0
2270,human personality,3,3,0,0
2271,national assembly,3,3,0,0
2272,new spiritualities,3,3,0,0
2273,introvigne,3,3,0,0
2274,universities,3,3,0,0
2275,self-estrangement theory,3,3,0,0
2276,utilitarian individualism,3,3,0,0
2277,brainwashed cult indoctrinees,3,3,0,0
2278,mobilization,3,3,0,0
2279,transformation,3,3,0,0
2280,california supreme court,3,3,0,0
2281,miss darrow,3,3,0,0
2282,totalistic organization,3,3,0,0
2283,religious worldviews,3,3,0,0
2284,identity crisis,3,3,0,0
2285,subject,3,3,0,0
2286,suggestibility,3,3,0,0
2287,cult recruitment,3,3,0,0
2288,levine,3,3,0,0
2289,wright,3,3,0,0
2290,authoritarian submission,3,3,0,0
2291,authoritarianism,3,3,0,0
2292,authoritarian personalities,3,3,0,0
2293,cultic brainwashing formulations,3,3,0,0
2294,american sociological association,3,3,0,0
2295,brainwashing paradigm,3,3,0,0
2296,communists,3,3,0,0
2297,brainwashing theorists,3,3,0,0
2298,brainwashing concept,3,3,0,0
2299,disorientation,3,3,0,0
2300,controversial religious groups,3,3,0,0
2301,controversial new religions,3,3,0,0
2302,black nrms,3,3,0,0
2303,satanism scare,3,3,0,0
2304,early 1990s,3,3,0,0
2305,phenomenon,3,3,0,0
2306,ernst troeltsch,3,3,0,0
2307,christian tradition,3,3,0,0
2308,so ¯ka gakkai,3,3,0,0
2309,aum shinrikyo ¯,3,3,0,0
2310,national association of evangelicals,3,3,0,0
2311,sect groups,3,3,0,0
2312,islamic sects,3,3,0,0
2313,spiritual practices,3,3,0,0
2314,brainwashing controversy,3,3,0,0
2315,thomas robbins,3,3,0,0
2316,anti-cult critics,3,3,0,0
2317,westerners,3,3,0,0
2318,rationalization,3,3,0,0
2319,participation,3,3,0,0
2320,religious economies,3,3,0,0
2321,diy spirituality,3,3,0,0
2322,religious significance,3,3,0,0
2323,occultism,3,3,0,0
2324,postmodernism,3,3,0,0
2325,percentage,3,3,0,0
2326,changes,3,3,0,0
2327,significance,3,3,0,0
2328,sociology of religion,3,3,0,0
2329,contemporary movements,3,3,0,0
2330,glocalization,3,3,0,0
2331,religious information,3,3,0,0
2332,information terrorism,3,3,0,0
2333,mayer,3,3,0,0
2334,temple of duality,3,3,0,0
2335,flexibility,3,3,0,0
2336,sinovess,3,3,0,0
2337,willow ∼ song,3,3,0,0
2338,candles,3,3,0,0
2339,energy,3,3,0,0
2340,hermetic order of the golden dawn,3,3,0,0
2341,fundamentalist groups,3,3,0,0
2342,group members,3,3,0,0
2343,enemies,3,3,0,0
2344,thoughts,3,3,0,0
2345,high levels of internal control,3,3,0,0
2346,intense internal solidarity that produces isolation from the surrounding society,3,3,0,0
2347,factors,3,3,0,0
2348,law enforcement officials,3,3,0,0
2349,newer religions,3,3,0,0
2350,federal government,3,3,0,0
2351,u.s. constitution,3,3,0,0
2352,self-help remedies,3,3,0,0
2353,domesticated,3,3,0,0
2354,council of europe,3,3,0,0
2355,acm organizations,3,3,0,0
2356,cultic programming,3,3,0,0
2357,acm sympathizers,3,3,0,0
2358,cultic studies journal,3,3,0,0
2359,donation,3,3,0,0
2360,mind control ideology,3,3,0,0
2361,alliance network,3,3,0,0
2362,alliance,3,3,0,0
2363,free will,3,3,0,0
2364,type i reports,3,3,0,0
2365,laïcité,3,3,0,0
2366,napoleon,3,3,0,0
2367,narratives,3,3,0,0
2368,fieldwork,3,3,0,0
2369,ritual magic,3,3,0,0
2370,magicians,3,3,0,0
2371,human sacrifice,3,3,0,0
2372,witch-cult,3,3,0,0
2373,covens,3,3,0,0
2374,michelle remembers,3,3,0,0
2375,maria monk,3,3,0,0
2376,teen satanism,3,3,0,0
2377,sra cases,3,3,0,0
2378,methodism,3,3,0,0
2379,maoism,3,3,0,0
2380,totalistic,3,3,0,0
2381,religious practices,3,3,0,0
2382,strong beliefs,3,2,0,1
2383,conversion experience,3,3,0,0
2384,recruit,3,3,0,0
2385,so-called cults,3,3,0,0
2386,defection,3,3,0,0
2387,anxieties,3,3,0,0
2388,james beckford,3,3,0,0
2389,leaving nrms,3,3,0,0
2390,joining,3,3,0,0
2391,doubts,3,3,0,0
2392,repression,3,3,0,0
2393,nrm literature,3,3,0,0
2394,organizational involvement,3,3,0,0
2395,individual involvement,3,3,0,0
2396,new vrindaban community,3,3,0,0
2397,procreation,3,3,0,0
2398,dissociative disorders,3,3,0,0
2399,religious commitment,3,3,0,0
2400,pathology,3,3,0,0
2401,compulsion,3,3,0,0
2402,cult behavior,3,3,0,0
2403,cult thinking,3,3,0,0
2404,center for feeling therapy,3,3,0,0
2405,current members,3,3,0,0
2406,therapy,3,2,1,0
2407,self-actualization,3,3,0,0
2408,bhagwan,3,3,0,0
2409,aronoff,3,3,0,0
2410,former cult members,3,3,0,0
2411,anthropologists,3,3,0,0
2412,millennial nrms,3,3,0,0
2413,consequences,3,3,0,0
2414,eschatological,3,3,0,0
2415,eschatology,3,3,0,0
2416,authoritarian,3,3,0,0
2417,islamic jihad,3,3,0,0
2418,cognitive dissonance,3,3,0,0
2419,nazi,3,3,0,0
2420,american zen,3,3,0,0
2421,sacred narratives,3,3,0,0
2422,magical spirituality,3,3,0,0
2423,world,3,3,0,0
2424,aetherius,3,3,0,0
2425,ufo groups,3,3,0,0
2426,lawyers,3,3,0,0
2427,michael langone,3,3,0,0
2428,john clark,3,3,0,0
2429,destructive cult,3,3,0,0
2430,apostasy,3,3,0,0
2431,cult member,3,3,0,0
2432,accusations,3,3,0,0
2433,rudolph steiner,3,3,0,0
2434,schooling,3,3,0,0
2435,ufo-related new religious movements,3,3,0,0
2436,ufo-related groups,3,3,0,0
2437,maria,3,3,0,0
2438,ufo faith,3,3,0,0
2439,ashtar command,3,3,0,0
2440,robert balch,3,3,0,0
2441,esoteric groups,3,3,0,0
2442,ancient wisdom,3,3,0,0
2443,steiner,3,3,0,0
2444,stages,3,3,0,0
2445,links,3,1,2,0
2446,findhorn colony,3,3,0,0
2447,alchemy,3,3,0,0
2448,shirley maclaine,3,3,0,0
2449,william bloom,3,3,0,0
2450,consensus,3,3,0,0
2451,growth,3,3,0,0
2452,lu zhongyi,3,3,0,0
2453,communist,3,3,0,0
2454,nguyen van chieu,3,3,0,0
2455,choe che-u,3,3,0,0
2456,reiyu ¯kai,3,3,0,0
2457,enno ¯kyo ¯,3,3,0,0
2458,byakko ¯ shinko ¯kai,3,3,0,0
2459,chiesonkyo,3,3,0,0
2460,spiritual power,3,3,0,0
2461,metaphor,3,3,0,0
2462,institutions,3,3,0,0
2463,al-imam hassan al-banna,3,3,0,0
2464,mawdudi,3,3,0,0
2465,ayman al-zawahiri,3,3,0,0
2466,oppositional groups,3,3,0,0
2467,dominant social order,3,3,0,0
2468,established social order,3,3,0,0
2469,the branch davidians,3,3,0,0
2470,intensified conflict,3,3,0,0
2471,millennial expectations,3,3,0,0
2472,membership turnover,3,3,0,0
2473,acceptance,3,3,0,0
2474,incidents,3,3,0,0
2475,the hare krishna,3,3,0,0
2476,totalistic milieu,3,3,0,0
2477,"bureau of alcohol, tobacco, and firearms",3,3,0,0
2478,millennial movement,3,3,0,0
2479,sectarians,3,3,0,0
2480,poa,3,3,0,0
2481,crimes,3,2,1,0
2482,communication,3,3,0,0
2483,decision making,3,3,0,0
2484,norms,3,3,0,0
2485,obedience,3,3,0,0
2486,rational-legal authority,3,3,0,0
2487,movement to restore the ten commandments of god,3,3,0,0
2488,crisis,3,3,0,0
2489,events,3,3,0,0
2490,countersubversion ideology,3,3,0,0
2491,targeted groups,3,3,0,0
2492,doomsday cult,3,3,0,0
2493,aware,3,3,0,0
2494,inquisition,3,3,0,0
2495,general population,3,3,0,0
2496,cultist,3,3,0,0
2497,cult watchers,3,3,0,0
2498,apocalyptic sect,3,3,0,0
2499,heaven-on-earth,3,3,0,0
2500,george roden,3,3,0,0
2501,koresh's opponents,3,3,0,0
2502,david block,3,3,0,0
2503,state action,3,3,0,0
2504,knights templar,3,3,0,0
2505,core group,3,3,0,0
2506,cheiry,3,3,0,0
2507,salvan,3,3,0,0
2508,apocalypse,3,3,0,0
2509,japanese society,3,3,0,0
2510,japanese government,3,3,0,0
2511,bonnie,3,3,0,0
2512,message,3,3,0,0
2513,god's kingdom,3,3,0,0
2514,hale-bopp comet,3,3,0,0
2515,cultural,3,3,0,0
2516,psychotic delusions,3,3,0,0
2517,homeopathy,3,3,0,0
2518,nasa,3,3,0,0
2519,jaspers,3,3,0,0
2520,political ideologies,3,3,0,0
2521,richard hofstadter,3,3,0,0
2522,lds church,3,3,0,0
2523,social isolation,3,3,0,0
2524,tylor,3,3,0,0
2525,hallucinations,3,3,0,0
2526,experience,3,3,0,0
2527,daniel,3,3,0,0
2528,secret society,3,3,0,0
2529,establishment,3,3,0,0
2530,recovery,3,3,0,0
2531,mental health professional,3,3,0,0
2532,treatment,3,3,0,0
2533,delusional systems,3,3,0,0
2534,husband,3,3,0,0
2535,persecutor,3,3,0,0
2536,double idea,3,3,0,0
2537,delusional narrative,3,3,0,0
2538,symbol,3,3,0,0
2539,symptoms,3,3,0,0
2540,safety,3,3,0,0
2541,meaning,3,3,0,0
2542,kim,3,3,0,0
2543,daughter,3,3,0,0
2544,dream,3,3,0,0
2545,mark,3,3,0,0
2546,t oyah,3,3,0,0
2547,us supreme court,3,3,0,0
2548,misa,3,2,1,0
2549,pagan groups,3,3,0,0
2550,article 9,3,3,0,0
2551,empowerment,3,3,0,0
2552,misunderstanding cults,3,3,0,0
2553,hare krishna in america,3,3,0,0
2554,anthropology,3,3,0,0
2555,massimo introvigne,3,3,0,0
2556,countermovements,3,3,0,0
2557,methodological believing,3,3,0,0
2558,online discussion groups,3,3,0,0
2559,study of religion,3,3,0,0
2560,mainstream christianity,3,3,0,0
2561,religious tradition,3,3,0,0
2562,sons,3,3,0,0
2563,wiccan covens,3,3,0,0
2564,other,3,3,0,0
2565,synagogues,3,3,0,0
2566,mosques,3,3,0,0
2567,involvement,3,3,0,0
2568,participant observation,3,3,0,0
2569,cultural relativism,3,3,0,0
2570,christian beliefs,3,3,0,0
2571,killer cults,3,3,0,0
2572,research methods,3,3,0,0
2573,nueva jerusale ´n,3,3,0,0
2574,covert research,3,3,0,0
2575,outsiders,3,3,0,0
2576,dimpac report,3,3,0,0
2577,covenantalism,3,3,0,0
2578,theory,3,3,0,0
2579,doctrines,3,3,0,0
2580,adam,3,3,0,0
2581,mother ann lee,3,3,0,0
2582,black people,3,3,0,0
2583,human,3,3,0,0
2584,geniocracy,3,3,0,0
2585,volatility,3,3,0,0
2586,shoko asahara,3,3,0,0
2587,baby boomers,3,3,0,0
2588,self-awareness,3,3,0,0
2589,religious economy,3,3,0,0
2590,religious seeker,3,3,0,0
