cluster_id,rank,key,label,euclidean_distance,cosine_similarity
8,5,lucas-and-robbins-2004-new-religious-movements-in-the-twenty-first-century:144,Falun Gong,0.3763509258612696,0.9365537740614032
8,6,dawson-2006-psychopathologies-and-the-attribution-of-charisma-a-critical-introdu:6,Falun Gong,0.3763509258612696,0.9365537740614032
8,7,lewis-and-t-llefsen-2016-the-oxford-handbook-of-new-religious-movements-volume-i:149,the Falun Gong,0.40760614544712614,0.9212305773962126
8,8,clarke-2004-encyclopedia-of-new-religious-movements:216,the Falun Gong movement,0.4613311492056726,0.8920365762373871
9,1,clarke-2004-encyclopedia-of-new-religious-movements:358,NRMs,0.28957710555698857,0.970416764792349
9,2,lucas-and-robbins-2004-new-religious-movements-in-the-twenty-first-century:246,NRMs,0.28957710555698857,0.970416764792349
9,3,lewis-and-t-llefsen-2016-the-oxford-handbook-of-new-religious-movements-volume-i:8,NRMs,0.28957710555698857,0.970416764792349
9,4,hexham-et-al-2001-new-religious-movements-challenge-and-response:100,NRMs,0.28957710555698857,0.970416764792349
9,5,hammer-and-rothstein-2012-the-cambridge-companion-to-new-religious-movements:311,NRMs,0.28957710555698857,0.970416764792349
9,6,denaux-2002-the-attitude-of-belgian-authorities-toward-new-religious-movements:10,NRMs,0.28957710555698857,0.970416764792349
9,7,dawson-2009-cults-and-new-religious-movements-a-reader:236,NRMs,0.28957710555698857,0.970416764792349
9,8,namini-et-al-2009-how-is-well-being-related-to-membership-in-new-religious-movem:13,NRMs,0.28957710555698857,0.970416764792349
10,1,dawson-2009-cults-and-new-religious-movements-a-reader:154,new religious movements (NRMs),0.29067953083985576,0.9640310420478937
10,2,hammer-and-rothstein-2012-the-cambridge-companion-to-new-religious-movements:67,new religious movements (NRMs),0.29067953083985576,0.9640310420478937
10,3,lucas-and-robbins-2004-new-religious-movements-in-the-twenty-first-century:2,new religious movements (NRMs),0.29067953083985576,0.9640310420478937
10,4,2008-the-oxford-handbook-of-new-religious-movements-1:133,new religious movements (NRMs),0.29067953083985576,0.9640310420478937
10,5,2023-decoding-delusions-a-clinician-s-guide-to-working-with-delusions-and-other:107,new religious movements (NRMs),0.29067953083985576,0.9640310420478937
10,6,barker-2020-even-new-religious-movements-have-legacies:1,new religious movements (NRMs),0.29067953083985576,0.9640310420478937
10,7,barker-2020-even-new-religious-movements-have-legacies-2124:1,new religious movements (NRMs),0.29067953083985576,0.9640310420478937
10,8,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:89,new religious movements (NRMs),0.29067953083985576,0.9640310420478937
11,1,lewis-and-t-llefsen-2016-the-oxford-handbook-of-new-religious-movements-volume-i:16,NRMs are religions.,0.5123325804407887,0.8671406623976414
11,2,dawson-2009-cults-and-new-religious-movements-a-reader:28,NRMs are simply caught up in a process which affects all religious collectivities.,0.5666219684171062,0.8279367245032088
11,3,dawson-2009-cults-and-new-religious-movements-a-reader:31,Various NRMs share beliefs and practices that tie them to certain religious traditions.,0.5715668457024207,0.8241696836823358
11,4,buxant-and-saroglou-2007-feeling-good-but-lacking-autonomy-closed-mindedness-on:1,"NRMs may attract people who are rigid on religious and socio-moral issues, submissive and conformist.",0.5778829624568784,0.8193109493404067
