concept_id,concept_en,gloss_en,combined_score,specificity,total_weight,total_degree,n_seed_connections,n_edges,seed_terms,relations,is_generic
cn_0870,bump,a lump on the body caused by a blow,0.5143,0.1714,6.0,35.0,3,3,dance;find;impact,IsA;MannerOf;Synonym,true
cn_0871,void,the state of nonexistence,0.5128,0.1282,5.0,39.0,4,5,book;novel;space;universe,AtLocation;IsA;dbpedia/genre,true
cn_0872,telephone,transmitting speech at a distance,0.5115,0.1023,16.485,161.144,5,7,call;communication;office;party;voice,AtLocation;IsA;Synonym;UsedFor,true
cn_0873,bus,the topology of a network whose components are connected by a busbar,0.5111,0.073,14.656,200.724,7,8,city;human;kill;school;street;travel;use,AtLocation;UsedFor,true
cn_0874,steady,a person loved by another person,0.5085,0.1695,10.0,59.0,3,7,constant;frequent;regular,SimilarTo;Synonym,true
cn_0875,idle,the state of an engine or other mechanism that is idling,0.5079,0.127,8.0,63.0,4,4,dead;light;moon;operation,IsA;MannerOf;Synonym,true
cn_0876,wicked,morally bad in principle or practice,0.5079,0.127,8.0,63.0,4,7,bad;evil;ill;mean,Synonym,true
cn_0877,ladder,ascending stages by which somebody or something can progress,0.5059,0.1265,12.0,94.876,4,8,break;degree;run;tool,IsA;MannerOf;Synonym,true
cn_0878,memorial,a recognition of meritorious service,0.5049,0.1262,6.5,51.5,4,4,message;organisation;recognition;structure,IsA,true
cn_0879,instrument,the means whereby some act is accomplished,0.5039,0.063,14.0,222.277,8,9,address;case;means;measure;music;play;scale;tool,AtLocation;IsA;MannerOf;Synonym;UsedFor,true
cn_0880,human activity,something that people do or cause to happen,0.5022,0.0457,12.0,262.828,11,11,act;controversy;hypnosis;mobilization;pose;speaking;suicide;travel;work;writing,IsA;Synonym,true
cn_0881,suspect,someone who is under suspicion,0.5,0.1667,5.0,30.0,3,3,large;person;think,AtLocation;IsA;MannerOf,true
cn_0882,associate,a person who joins with others in some activity or endeavor,0.5,0.125,9.0,72.0,4,6,join;link;member;think,HasSubevent;IsA;MannerOf;Synonym,true
cn_0883,cardinal number,(grammar) A word that expresses a countable quantity.,0.5,0.1667,5.0,30.0,3,4,five;nine;number,IsA,true
cn_0884,romanian,a native or inhabitant of Romania,0.5,0.1667,3.0,18.0,3,3,european;human;person,IsA,true
cn_0885,add,a condition (mostly in boys) characterized by behavioral and learning disorders,0.5,0.1,9.0,90.0,5,5,addition;form;increase;state;total,MannerOf;Synonym,true
cn_0886,consort,a family of similar musical instrument playing together,0.5,0.1667,5.0,30.0,3,3,association;company;run,MannerOf;Synonym,true
cn_0887,decisive,determining or having the power to determine an outcome,0.5,0.1667,5.0,30.0,3,4,critical;crucial;positive,Synonym,true
cn_0888,quarry,a person who is the aim of an attack (especially a victim of ridicule or exploitation) by some hostile person or influence,0.5,0.1667,3.0,18.0,3,3,game;mark;target,Synonym,true
cn_0889,curious,eager to investigate and learn or learn more (sometimes about others' concerns),0.4978,0.1659,5.464,32.928,3,3,children;people;travel,HasProperty;MotivatedByGoal,true
cn_0890,beautiful,delighting the senses or exciting intellectual or emotional admiration,0.4956,0.0708,8.0,113.0,7,7,clear;fair;great;moon;simple;voice;world,HasProperty;Synonym,true
cn_0891,batch,all the loaves of bread baked at the same time,0.4932,0.1233,9.0,73.0,4,6,deal;group;mass;run,MannerOf;Synonym,true
cn_0892,crossroads,a community of people smaller than a village,0.4923,0.1231,4.0,32.5,4,4,city;country;life;turning,AtLocation;UsedFor,true
cn_0893,mars,(Roman mythology) Roman god of war and agriculture; father of Romulus and Remus; counterpart of Greek Ares,0.4919,0.164,6.472,39.472,3,4,earth;food;planet,IsA;LocatedNear,true
cn_0894,wedge,a diacritical mark (an inverted circumflex) placed above certain letters (such as the letter c) to indicate pronunciation,0.4912,0.1228,7.0,57.0,4,4,force;impact;move;tool,IsA;MannerOf;Synonym,true
cn_0895,apparition,a ghostly appearing figure,0.4909,0.1636,9.0,55.0,3,6,appearance;spirit;vision,IsA;Synonym,true
cn_0896,stigma,a symbol of disgrace or infamy,0.4903,0.1634,7.0,42.828,3,4,discrimination;mark;style,Causes;MadeOf;PartOf;Synonym,true
cn_0897,protestantism,the theological system of any of the churches of western Christendom that separated from the Roman Catholic Church during the Reformation,0.4898,0.1633,8.0,49.0,3,5,christianity;fundamentalism;pentecostalism,IsA,true
cn_0898,abundant,present in great quantity,0.4878,0.122,10.0,82.0,4,6,easy;liberal;long;rich,SimilarTo;Synonym,true
cn_0899,zero,the point on a scale from which positive or negative numerical quantities can be measured,0.4878,0.1219,8.472,69.472,4,5,love;number;origin;root,IsA;Synonym,true
cn_0900,crossing,traveling across,0.4865,0.1622,6.0,37.0,3,3,path;point;travel,IsA,true
cn_0901,forte,an asset of special worth or utility,0.4865,0.1622,6.0,37.0,3,3,part;passage;strength,IsA;Synonym,true
cn_0902,makeup,the way in which someone or something is composed,0.4865,0.1216,9.0,74.0,4,5,change;constitution;event;foundation,IsA;Synonym;UsedFor,true
cn_0903,bodily process,an organic process that takes place in the body,0.4848,0.1212,8.0,66.0,4,4,activity;control;healing;reaction,IsA;Synonym,true
cn_0904,grooming,activity leading to skilled behavior,0.4842,0.0692,8.0,115.656,7,7,late;personality;positive;satisfaction;style;time;training,Causes;HasPrerequisite;Synonym,true
cn_0905,thinker,an important intellectual,0.4839,0.1613,5.0,31.0,3,3,intellectual;mind;thinking,HasPrerequisite;IsA;Synonym,true
cn_0906,addiction,being abnormally tolerant to and dependent on something that is psychologically or physically habit-forming (especially alcohol or narcotic drugs),0.4839,0.1613,5.0,31.0,3,3,bad;dependence;dependency,HasProperty;Synonym,true
cn_0907,password,a secret word or phrase known only to a restricted group,0.4839,0.1613,5.0,31.0,3,3,information;secret;word,IsA;Synonym,true
cn_0908,quarter,one of the four major division of the compass,0.4839,0.0968,9.0,93.0,5,5,draw;orientation;part;person;state,IsA;Synonym,true
cn_0909,compare,qualities that are comparable,0.4839,0.1613,5.0,31.0,3,3,balance;comparison;study,MannerOf;Synonym,true
cn_0910,girl,a young female,0.4835,0.1209,11.0,91.0,4,9,child;daughter;female;woman,IsA;SimilarTo;Synonym,true
cn_0911,wheel,forces that provide energy and direction,0.4809,0.0687,11.0,160.12,7,7,force;object;part;travel;turn;turning;vehicle,IsA;MannerOf;PartOf;UsedFor,true
cn_0912,lurch,an unsteady uneven gait,0.48,0.16,6.0,37.5,3,3,move;shift;travel,MannerOf;Synonym,true
cn_0913,authorized,endowed with authority,0.48,0.16,4.0,25.0,3,3,authoritative;legal;official,Synonym,true
cn_0914,companionship,the state of being with someone,0.4798,0.1199,5.0,41.688,4,4,animal;book;company;marriage,AtLocation;Synonym;UsedFor,true
cn_0915,continent,having control over urination and defecation,0.479,0.1597,11.328,70.948,3,6,country;europe;name,AtLocation;HasA;IsA;PartOf,true
cn_0916,facility,skillful performance or ability without difficulty,0.4783,0.0683,11.0,161.0,7,7,course;post;range;service;site;source;stage,IsA,true
cn_0917,remove,degree of figurative distance or separation,0.4776,0.0597,16.0,268.0,8,9,clear;distance;draw;head;move;murder;scale;take,IsA;MannerOf;Synonym,true
cn_0918,quiet,a period of calm weather,0.4772,0.0954,8.0,83.828,5,7,church;order;people;person;think,AtLocation;Desires;HasProperty;HasSubevent;Synonym;UsedFor,true
cn_0919,spokesperson,an advocate who represents someone else's policy or purpose,0.4762,0.1587,5.0,31.5,3,3,person;representative;voice,IsA;Synonym,true
cn_0920,homophobia,prejudice against (fear or dislike of) homosexual people and homosexuality,0.4737,0.1579,3.0,19.0,3,3,discrimination;islam;religion,AtLocation;IsA,true
cn_0921,creole,a person of European descent born in the West Indies or Latin America,0.4737,0.1579,3.0,19.0,3,3,african;european;human,IsA,true
cn_0922,mapping,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),0.4737,0.1579,6.0,38.0,3,3,expansion;function;transformation,IsA;Synonym,true
cn_0923,overturn,the act of upsetting something,0.4737,0.1579,6.0,38.0,3,3,move;success;turn,IsA;MannerOf,true
cn_0924,eating,the act of consuming food,0.4716,0.0472,19.292,409.09,10,11,animal;choice;counter;death;food;gas;life;living;reduced;satisfaction,CapableOf;Causes;HasPrerequisite;UsedFor,true
cn_0925,ear,good hearing,0.4708,0.1177,13.472,114.456,4,8,attention;ground;head;lord,AtLocation;IsA;PartOf;Synonym,true
cn_0926,parish,a local church community,0.4706,0.1569,4.0,25.5,3,3,church;community;state,IsA,true
cn_0927,heave,the act of lifting something with great effort,0.4706,0.1569,8.0,51.0,3,4,move;movement;rise,IsA;MannerOf,true
cn_0928,shop,a course of instruction in a trade (as carpentry or electricity),0.469,0.0391,15.828,405.023,12,12,food;house;human;market;money;need;office;people;radio;search,AtLocation;MannerOf;MotivatedByGoal;Synonym,true
cn_0929,acme,the highest level or degree attainable; the highest stage of development,0.4688,0.1562,5.0,32.0,3,3,degree;head;top,IsA;Synonym,true
cn_0930,grasp,understanding of the nature or meaning or quality or magnitude of something,0.4688,0.1562,5.0,32.0,3,4,hold;take;understanding,MannerOf;Synonym,true
cn_0931,actor,a person who acts and gets things done,0.4686,0.0669,13.292,198.548,7,8,agent;key;person;role;show;star;television,AtLocation;IsA;Synonym;dbpedia/occupation,true
cn_0932,chapel,a service conducted in a place of worship that has its own altar,0.4677,0.1169,7.828,66.948,4,5,church;meditation;prayer;worship,AtLocation;Synonym;UsedFor,true
cn_0933,coma,a state of deep and often prolonged unconsciousness; usually the result of disease or injury,0.4667,0.1167,3.5,30.0,4,4,bad;book;human;illness,AtLocation;HasProperty;IsA,true
cn_0934,writer,a person who is able to write and has written something,0.4655,0.0517,18.928,365.928,9,11,article;author;book;house;novel;office;person;school;university,AtLocation;CreatedBy;IsA;Synonym,true
cn_0935,manufacture,the organized action of making of goods and services for sale,0.4636,0.1545,6.0,38.828,3,4,build;construct;industry,Synonym,true
cn_0936,pin,a number you choose and use to gain access to various accounts,0.463,0.0926,10.0,108.0,5,5,attack;fall;flag;head;point,MannerOf;PartOf;Synonym,true
cn_0937,luxury,something that is an indulgence rather than a necessity,0.4615,0.1538,4.0,26.0,3,3,economy;person;wealth,Desires;IsA;SimilarTo,true
cn_0938,lapse,a mistake resulting from inattention,0.4615,0.1538,4.0,26.0,3,3,decline;end;situation,IsA;MannerOf;Synonym,true
cn_0939,wind,air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure,0.4582,0.0573,13.5,235.691,8,9,company;field;gas;influence;move;sea;talk;turn,AtLocation;Entails;IsA;MannerOf;Synonym,true
cn_0940,confession,an admission of misdeeds or faults,0.456,0.114,5.828,51.12,4,4,bible;people;salvation;sin,AtLocation,true
cn_0941,stomach,an inclination or liking for things involving conflict or difficulty or unpleasantness,0.455,0.1138,8.472,74.472,4,4,animal;body;food;illness,AtLocation;PartOf,true
cn_0942,fighting,the act of fighting; any contest or struggle,0.4545,0.1515,5.0,33.0,3,3,battle;dangerous;fight,HasProperty;Synonym;UsedFor,true
cn_0943,strand,a pattern forming a unity within a larger structural whole,0.4545,0.1515,5.0,33.0,3,3,abandon;form;line,IsA;Synonym,true
cn_0944,bliss,a state of extreme happiness,0.4531,0.151,4.5,29.792,3,4,book;happiness;person,Desires;IsA;Synonym,true
cn_0945,trim,a state of arrangement or appearance,0.4528,0.1509,8.0,53.0,3,5,attitude;balance;cut,IsA;MannerOf;Synonym,true
cn_0946,beat,the basic rhythmic unit in a piece of music,0.4513,0.0645,14.0,217.156,7,7,full;heart;move;path;play;sound;top,CapableOf;IsA;MannerOf;Synonym,true
cn_0947,partner,a person's partner in marriage,0.4501,0.15,5.5,36.656,3,4,act;book;person,Desires;IsA;MannerOf,true
cn_0948,margin,an amount beyond the minimum necessary,0.45,0.15,6.0,40.0,3,3,amount;boundary;space,IsA,true
cn_0949,clip,the act of clipping or snipping,0.4484,0.1121,7.828,69.828,4,4,cut;holding;office;time,AtLocation;IsA;Synonym;UsedFor,true
cn_0950,busy,actively or fully engaged or occupied,0.4468,0.1489,7.0,47.0,3,4,active;person;work,Desires;MannerOf;SimilarTo,true
cn_0951,basket,a score in basketball made by throwing the ball through the hoop,0.4459,0.0743,8.0,107.656,6,6,church;goal;hold;home;office;selling,AtLocation;IsA;UsedFor,true
cn_0952,terrace,a row of houses built in a similar style and having common dividing walls (or the street on which they face),0.4445,0.1482,7.828,52.828,3,4,building;form;house,AtLocation;MannerOf;PartOf,true
cn_0953,grave,a mark (‘) placed above a vowel to indicate pronunciation,0.4444,0.1111,5.0,45.0,4,4,body;death;human;serious,AtLocation;IsA;Synonym,true
cn_0954,kissing,affectionate play (or foreplay without contact with the genital organs),0.4418,0.0631,19.485,308.711,7,8,date;embrace;good;happiness;love;sex;trust,Causes;HasPrerequisite;HasProperty;HasSubevent;UsedFor,true
cn_0955,hero,Greek mathematician and inventor who devised a way to determine the area of a triangle and who described various mechanical devices (first century),0.4412,0.1471,5.0,34.0,3,4,character;human;person,Desires;IsA,true
cn_0956,rupture,state of being torn or burst open,0.4412,0.1471,5.0,34.0,3,3,break;illness;separation,IsA;Synonym,true
cn_0957,dot,the United States federal department that institutes and coordinates national transportation programs; created in 1966,0.439,0.1463,6.0,41.0,3,4,cross;mark;point,IsA;MannerOf;SimilarTo;Synonym,true
cn_0958,video game,a game played against a computer,0.4387,0.0399,7.0,175.5,11,11,battle;blood;contact;elite;institute;level;lineage;path;person;saw,AtLocation;Desires;IsA,true
cn_0959,excuse,a defense of some offensive behavior or some failure to keep a promise etc.,0.4364,0.1091,6.0,55.0,4,4,defense;exempt;explanation;reason,IsA;Synonym,true
cn_0960,mom,informal terms for a mother,0.4352,0.1451,5.0,34.464,3,4,mother;parent;person,Desires;IsA;Synonym,true
cn_0961,musical,a play or film whose action and dialogue is interspersed with singing and dancing,0.4315,0.1438,8.399,58.399,3,4,people;play;time,HasProperty;IsA,true
cn_0962,distrust,doubt about someone's honesty,0.4307,0.1436,5.0,34.828,3,3,doubt;purity;suspicion,Causes;IsA;MannerOf,true
cn_0963,shoot,the act of shooting at targets,0.4286,0.0857,12.828,149.656,5,7,branch;break;kill;measure;project,HasPrerequisite;HasSubevent;MannerOf;Synonym,true
cn_0964,quote,a punctuation mark used to attribute the enclosed text to someone else,0.4286,0.1429,4.0,28.0,3,3,give;story;word,AtLocation;MannerOf;PartOf,true
cn_0965,articulate,expressing yourself easily or characterized by clear expressive language,0.4286,0.1429,5.0,35.0,3,3,articulated;hands;state,CapableOf;MannerOf;Synonym,true
cn_0966,lass,a girl or young woman who is unmarried,0.4286,0.1429,3.0,21.0,3,3,female;people;woman,IsA,true
cn_0967,ukrainian,the Slavic language spoken in the Ukraine,0.4286,0.1429,3.0,21.0,3,3,european;human;person,IsA,true
cn_0968,flip,"a suite of internet protocols, which provide Security transparency, security and network management.",0.4286,0.1429,10.0,70.0,3,6,change;move;turn,MannerOf;Synonym,true
cn_0969,rip,a dissolute man in fashionable society,0.4286,0.1429,6.0,42.0,3,3,attack;cut;split,MannerOf;Synonym,true
cn_0970,beaver,a native or resident of Oregon,0.4271,0.0534,9.5,177.928,8,8,animal;book;earth;face;history;nature;person;work,AtLocation;IsA;MannerOf,true
cn_0971,prison,a prisonlike situation; a place of seeming confinement,0.422,0.0844,8.0,94.792,5,6,building;city;human;punishment;situation,AtLocation;IsA;UsedFor,true
cn_0972,mexican,a native or inhabitant of Mexico,0.4211,0.1404,4.0,28.5,3,4,food;people;person,HasProperty;IsA,true
cn_0973,cosmopolitan,a sophisticated person who has travelled in many countries,0.42,0.14,3.5,25.0,3,4,female;sophisticated;worldly,Synonym;dbpedia/genre,true
cn_0974,wait,the act of waiting (remaining inactive in one place while expecting something),0.419,0.1047,7.0,66.828,4,5,act;stay;stop;work,MannerOf;Synonym;UsedFor,true
