concept_id,concept_en,gloss_en,total_mentions,literature_mentions,miviludes_mentions,interviews_mentions,n_corpora,is_generic
sc_1074,hinduism,"the religion of most people in India, Bangladesh, Sri Lanka, and Nepal",35,34,1,0,2,true
sc_1075,german,the standard German language; developed historically from West Germanic,35,32,0,3,2,true
sc_1076,wing,a unit of military aircraft,35,35,0,0,1,true
sc_1077,soviet,an elected governmental council in a communist country (especially one that is a member of the Union of Soviet Socialist Republics),35,35,0,0,1,true
sc_1078,union,an organization of employees formed to bargain with the employer,34,32,2,0,2,true
sc_1079,loyalty,the quality of being loyal,34,34,0,0,1,true
sc_1080,advantage,the quality of having a superior or more favorable position,34,34,0,0,1,true
sc_1081,corporate,of or belonging to a corporation,34,34,0,0,1,true
sc_1082,learning,the cognitive process of acquiring skill or knowledge,34,34,0,0,1,true
sc_1083,amount,a quantity of money,34,34,0,0,1,true
sc_1084,measure,any maneuver made as part of progress toward a goal,34,34,0,0,1,true
sc_1085,submission,something (manuscripts or architectural plans and models or estimates or works of art of all genres etc.) submitted for the judgment of others (as in a competition),34,33,1,0,2,true
sc_1086,determined,having been learned or found or determined especially by investigation,34,34,0,0,1,true
sc_1087,average,a statistic describing the location of a distribution,34,34,0,0,1,true
sc_1088,constituted,brought about or set up or accepted; especially long established,34,34,0,0,1,true
sc_1089,fringe,one of the light or dark bands produced by the interference and diffraction of light,34,34,0,0,1,true
sc_1090,environmental,of or relating to the external conditions or surroundings,34,34,0,0,1,true
sc_1091,defense,the act of defending against harm,34,34,0,0,1,true
sc_1092,size,the physical magnitude of something (how big it is),34,34,0,0,1,true
sc_1093,worldly,characteristic of or devoted to the temporal world as opposed to the spiritual world,34,34,0,0,1,true
sc_1094,constitution,the constitution written at the Constitutional Convention in Philadelphia in 1787 and subsequently ratified by the original thirteen states,34,34,0,0,1,true
sc_1095,construct,an abstract or general idea inferred or derived from specific instances,34,34,0,0,1,true
sc_1096,independence,freedom from control or influence of another or others,34,34,0,0,1,true
sc_1097,date,a participant in a date,34,34,0,0,1,true
sc_1098,exploitation,the act of making some area of land or water more profitable or productive or useful,34,31,2,1,3,true
sc_1099,paid,marked by the reception of pay,34,34,0,0,1,true
sc_1100,mary,the mother of Jesus; Christians refer to her as the Virgin Mary; she is especially honored by Roman Catholics,34,34,0,0,1,true
sc_1101,feminine,a gender that refers chiefly (but not exclusively) to females or to objects classified as female,34,34,0,0,1,true
sc_1102,voice,the distinctive quality or pitch or condition of a person's speech,34,33,1,0,2,true
sc_1103,street,the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction,34,34,0,0,1,true
sc_1104,visit,the act of going to see some person or place or thing for a short time,33,33,0,0,1,true
sc_1105,extraordinary,beyond what is ordinary or usual; highly unusual or exceptional or remarkable; special,33,33,0,0,1,true
sc_1106,host,a person who invites guests to a social event (such as a party in his or her own home) and who is responsible for them while they are there,33,33,0,0,1,true
sc_1107,findings,a collection of tools and other articles used by an artisan to make jewelry or clothing or shoes,33,33,0,0,1,true
sc_1108,educated,possessing an education (especially having more than average knowledge),33,33,0,0,1,true
sc_1109,rate,amount of a charge or payment relative to some basis,33,33,0,0,1,true
sc_1110,anxiety,"(psychiatry) a relatively permanent state of worry and nervousness occurring in a variety of mental disorders, usually accompanied by compulsive behavior or attacks of panic",33,33,0,0,1,true
sc_1111,combined,made or joined or united into one,33,33,0,0,1,true
sc_1112,won,not subject to defeat,33,33,0,0,1,true
sc_1113,metaphysical,pertaining to or of the nature of metaphysics,33,33,0,0,1,true
sc_1114,impression,a vague idea in which some confidence is placed,33,33,0,0,1,true
sc_1115,operation,the state of being in effect or being operative,33,33,0,0,1,true
sc_1116,repression,a state of forcible subjugation,33,32,1,0,2,true
sc_1117,closed,not open or affording passage or access,33,32,0,1,2,true
sc_1118,publishing,the business of issuing printed matter for sale or distribution,33,33,0,0,1,true
sc_1119,ill,an often persistent bodily disorder or disease; a cause for complaining,33,29,4,0,2,true
sc_1120,ordered,having a systematic arrangement; especially having elements succeeding in order according to rule,33,33,0,0,1,true
sc_1121,cycle,a series of poems or songs on the same theme,33,33,0,0,1,true
sc_1122,shamanism,any animistic religion similar to Asian shamanism (especially as practiced by certain Native American tribes),33,33,0,0,1,true
sc_1123,company,small military unit; usually two or three platoons,33,32,1,0,2,true
sc_1124,slavery,the state of being under the control of another person,33,32,1,0,2,true
sc_1125,slave,someone who works as hard as a slave,33,33,0,0,1,true
sc_1126,march,a degree granted for the successful completion of advanced study of architecture,32,31,1,0,2,true
sc_1127,top,the highest level or degree attainable; the highest stage of development,32,31,0,1,2,true
sc_1128,ethical,of or relating to the philosophical study of ethics,32,32,0,0,1,true
sc_1129,bill,a statute in draft before it becomes law,32,32,0,0,1,true
sc_1130,entity,that which is perceived or known or inferred to have its own distinct existence (living or nonliving),32,32,0,0,1,true
sc_1131,conscious,knowing and perceiving; having awareness of surroundings and sensations and thoughts,32,32,0,0,1,true
sc_1132,integral,the result of a mathematical integration; F(x) is the integral of f(x) if dF/dx = f(x),32,32,0,0,1,true
sc_1133,sample,a small part of something intended as representative of the whole,32,31,1,0,2,true
sc_1134,defection,withdrawing support or help despite allegiance or responsibility,32,32,0,0,1,true
sc_1135,alienation,the feeling of being alienated from other people,32,32,0,0,1,true
sc_1136,eyes,opinion or judgment,32,30,0,2,2,true
sc_1137,strength,the property of being physically or mentally strong,32,32,0,0,1,true
sc_1138,stand,a growth of similar plants (usually trees) in a particular area,32,32,0,0,1,true
sc_1139,calling,the particular occupation for which you are trained,32,32,0,0,1,true
sc_1140,turning,the act of changing or reversing the direction of the course,32,32,0,0,1,true
sc_1141,statement,a message that is stated or declared; a communication (oral or written) setting forth particulars or facts etc,32,32,0,0,1,true
sc_1142,charge,an impetuous rush toward someone or something,32,30,2,0,2,true
sc_1143,manifestation,a manifest indication of the existence or presence or nature of some person or thing,32,31,1,0,2,true
sc_1144,transcendental,of or characteristic of a system of philosophy emphasizing the intuitive and spiritual above the empirical and material,32,32,0,0,1,true
sc_1145,profound,showing intellectual penetration or emotional depth,32,32,0,0,1,true
sc_1146,entry,an item inserted in a written record,32,31,0,1,2,true
sc_1147,test,trying something to find out about it,32,32,0,0,1,true
sc_1148,mantra,a commonly repeated word or phrase,32,32,0,0,1,true
sc_1149,tell,a Swiss patriot who lived in the early 14th century and who was renowned for his skill as an archer; according to legend an Austrian governor compelled him to shoot an apple from his son's head with his crossbow (which he did successfully without mishap),32,32,0,0,1,true
sc_1150,intelligence,the ability to comprehend; to understand and profit from experience,32,31,0,1,2,true
sc_1151,nazi,"derogatory term for a person who is fanatically dedicated to, or seeks to control, some activity, practice, etc.",32,32,0,0,1,true
sc_1152,believing,the cognitive process that leads to convictions,32,32,0,0,1,true
sc_1153,brotherhood,the kinship relation between a male offspring and the siblings,32,32,0,0,1,true
sc_1154,speech,(language) communication by word of mouth,32,32,0,0,1,true
sc_1155,flag,"a listing printed in all issues of a newspaper or magazine (usually on the editorial page) that gives the name of the publication and the names of the editorial staff, etc.",32,32,0,0,1,true
sc_1156,folk,people in general (often used in the plural),32,32,0,0,1,true
sc_1157,swami,a Hindu religious teacher; used as a title of respect,32,32,0,0,1,true
sc_1158,sufism,Islamic mysticism,32,32,0,0,1,true
sc_1159,commune,a body of people or families living together and sharing everything,31,31,0,0,1,true
sc_1160,difficulty,an effort that is inconvenient,31,31,0,0,1,true
sc_1161,judicial,belonging or appropriate to the office of a judge,31,30,1,0,2,true
sc_1162,pay,something that remunerates,31,31,0,0,1,true
sc_1163,rigid,designating an airship or dirigible having a form maintained by a stiff unyielding frame or structure,31,31,0,0,1,true
sc_1164,counseling,something that provides direction or advice as to a decision or course of action,31,31,0,0,1,true
sc_1165,agent,a representative who acts on behalf of other persons or organizations,31,31,0,0,1,true
sc_1166,atmosphere,a particular environment or surrounding influence,31,31,0,0,1,true
sc_1167,experiment,the act of conducting a controlled test or investigation,31,31,0,0,1,true
sc_1168,informed,having much knowledge or education,31,31,0,0,1,true
sc_1169,strange,being definitely out of the ordinary and unexpected; slightly odd or even a bit weird,31,30,0,1,2,true
sc_1170,balance,a state of equilibrium,31,31,0,0,1,true
sc_1171,protest,a formal and solemn declaration of objection,31,31,0,0,1,true
sc_1172,conception,an abstract or general idea inferred or derived from specific instances,31,31,0,0,1,true
sc_1173,classic,an artist who has created classic works,31,30,0,1,2,true
sc_1174,mount,the act of climbing something,31,31,0,0,1,true
sc_1175,confrontation,a bold challenge,31,31,0,0,1,true
sc_1176,learned,established by conditioning or learning,31,31,0,0,1,true
sc_1177,necessity,the condition of being essential or indispensable,31,31,0,0,1,true
sc_1178,rates,a local tax on property,31,31,0,0,1,true
sc_1179,addition,the act of adding one thing to another,31,31,0,0,1,true
sc_1180,legitimation,the act of rendering a person legitimate,31,31,0,0,1,true
sc_1181,sharing,using or enjoying something jointly with others,31,31,0,0,1,true
sc_1182,impossible,something that cannot be done,31,31,0,0,1,true
sc_1183,globalization,growth to a global or worldwide scale,31,31,0,0,1,true
sc_1184,raise,the amount a salary is increased,31,31,0,0,1,true
sc_1185,start,a turn to be a starter (in a game at the beginning),31,30,0,1,2,true
sc_1186,exclusive,a news report that is reported first by one news organization,31,30,1,0,2,true
sc_1187,comparative,the comparative form of an adjective or adverb,31,31,0,0,1,true
sc_1188,colonial,a resident of a colony,31,31,0,0,1,true
sc_1189,prosperity,an economic state of growth with rising profits and full employment,31,31,0,0,1,true
sc_1190,congregation,a group of people who adhere to a common faith and habitually attend a given church,31,31,0,0,1,true
sc_1191,abolition,the act of abolishing a system or practice or institution (especially abolishing slavery),31,31,0,0,1,true
sc_1192,tragedy,drama in which the protagonist is overcome by some superior force or circumstance; excites terror or pity,30,30,0,0,1,true
sc_1193,try,earnest and conscientious activity intended to do or accomplish something,30,29,0,1,2,true
sc_1194,deviance,a state or condition markedly different from the norm,30,30,0,0,1,true
sc_1195,varied,characterized by variety,30,29,1,0,2,true
sc_1196,catholicism,the beliefs and practices of a Catholic Church,30,29,0,1,2,true
sc_1197,charged,of a particle or body or system; having a net amount of positive or negative electric charge,30,30,0,0,1,true
sc_1198,carry,the act of carrying something,30,30,0,0,1,true
sc_1199,surveillance,close observation of a person or group (usually by the police),30,30,0,0,1,true
sc_1200,novel,an extended fictional work in prose; usually in the form of a story,30,30,0,0,1,true
sc_1201,exhibit,an object or statement produced before a court of law and referred to while giving evidence,30,30,0,0,1,true
sc_1202,relief,the feeling that comes when something burdensome is removed or reduced,30,30,0,0,1,true
sc_1203,conviction,an unshakable belief in something without need for proof or evidence,30,30,0,0,1,true
sc_1204,chanting,the act of singing in a monotonous tone,30,30,0,0,1,true
sc_1205,costs,pecuniary reimbursement to the winning party for the expenses of litigation,30,30,0,0,1,true
sc_1206,genuine,not fake or counterfeit,30,30,0,0,1,true
sc_1207,publication,a copy of a printed work offered for distribution,30,30,0,0,1,true
sc_1208,dissent,(law) the difference of one judge's opinion from that of the majority,30,30,0,0,1,true
sc_1209,norm,a standard or model or pattern regarded as typical,30,30,0,0,1,true
sc_1210,familiar,a person attached to the household of a high official (as a pope or bishop) who renders service in return for support,30,30,0,0,1,true
sc_1211,mode,how something is done or how it happens,30,24,5,1,3,true
sc_1212,medium,a means or instrumentality for storing or communicating information,30,30,0,0,1,true
sc_1213,balanced,being in a state of proper equilibrium,30,30,0,0,1,true
sc_1214,fiction,a literary work based on the imagination and not necessarily on fact,30,30,0,0,1,true
sc_1215,room,opportunity for,30,29,0,1,2,true
sc_1216,interactive,used especially of drugs or muscles that work together so the total effect is greater than the sum of the two (or more),30,30,0,0,1,true
sc_1217,exception,a deliberate act of omission,30,29,1,0,2,true
sc_1218,conference,an association of sports teams that organizes matches for its members,30,30,0,0,1,true
sc_1219,polygamy,the condition or practice of having more than one spouse at a time,30,30,0,0,1,true
sc_1220,duty,the social force that binds you to the courses of action demanded by that force,30,30,0,0,1,true
sc_1221,cadre,a small unit serving as part of or as the nucleus of a larger political movement,30,26,4,0,2,true
sc_1222,property,something owned; any tangible or intangible possession that is owned by someone,30,30,0,0,1,true
sc_1223,trend,a general tendency to change (as of opinion),30,29,1,0,2,true
sc_1224,programme,an announcement of the events that will occur as part of a theatrical or sporting event,30,30,0,0,1,true
sc_1225,cultist,a member of a religious cult,29,29,0,0,1,true
sc_1226,paradigm,systematic arrangement of all the inflected forms of a word,29,29,0,0,1,true
sc_1227,ceremony,any activity that is performed in an especially solemn elaborate or formal way,29,28,0,1,2,true
sc_1228,custody,a state of being confined (usually for a short time),29,29,0,0,1,true
sc_1229,executive,a person responsible for the administration of a business,29,29,0,0,1,true
sc_1230,psychopathology,the branch of psychology concerned with abnormal behavior,29,29,0,0,1,true
sc_1231,totalism,an ideological belief in the complete and unrestricted power of government.,29,29,0,0,1,true
sc_1232,boundary,the greatest possible degree of something,29,29,0,0,1,true
sc_1233,happiness,state of well-being characterized by emotions ranging from contentment to intense joy,29,29,0,0,1,true
sc_1234,conformity,correspondence in form or appearance,29,29,0,0,1,true
sc_1235,getting,the act of acquiring something,29,28,0,1,2,true
sc_1236,maintenance,activity involved in maintaining something in good working order,29,29,0,0,1,true
sc_1237,clergy,"in Christianity, clergymen collectively (as distinguished from the laity)",29,29,0,0,1,true
sc_1238,survey,a detailed critical inspection,29,29,0,0,1,true
sc_1239,questionable,subject to question,29,29,0,0,1,true
sc_1240,thesis,an unproved statement put forward as a premise in an argument,29,29,0,0,1,true
sc_1241,inspiration,arousal of the mind to special unusual activity or creativity,29,29,0,0,1,true
sc_1242,seeing,perception by means of the eyes,29,29,0,0,1,true
sc_1243,deprivation,a state of extreme poverty,29,28,1,0,2,true
sc_1244,funds,assets in the form of money,29,29,0,0,1,true
sc_1245,save,(sports) the act of preventing the opposition from scoring,29,29,0,0,1,true
sc_1246,extraterrestrial,a form of life assumed to exist outside the Earth or its atmosphere,29,29,0,0,1,true
sc_1247,lineage,the hereditary derivation of an individual,29,29,0,0,1,true
sc_1248,unknown,anyone who does not belong in the environment in which they are found,29,29,0,0,1,true
sc_1249,expanded,increased in extent or size or bulk or scope,29,29,0,0,1,true
sc_1250,exempt,(of persons) freed from or not subject to an obligation or liability (as e.g. taxes) to which others or other things are subject,29,29,0,0,1,true
sc_1251,market,the world of commercial activity where goods and services are bought and sold,29,29,0,0,1,true
sc_1252,blood,temperament or disposition,29,29,0,0,1,true
sc_1253,structured,having definite and highly organized structure,29,29,0,0,1,true
sc_1254,brief,a document stating the facts and points of law of a client's case,29,29,0,0,1,true
sc_1255,sin,(Akkadian) god of the Moon; counterpart of Sumerian Nanna,29,29,0,0,1,true
sc_1256,believer,a supporter who accepts something as true,29,29,0,0,1,true
sc_1257,asking,the verbal act of requesting,29,29,0,0,1,true
sc_1258,incident,a public disturbance,29,29,0,0,1,true
sc_1259,secondary,the defensive football players who line up behind the linemen,29,29,0,0,1,true
sc_1260,charitable,relating to or characterized by charity,29,29,0,0,1,true
sc_1261,dance,an artistic form of nonverbal communication,29,29,0,0,1,true
sc_1262,aggressive,having or showing determination and energetic pursuit of your ends,28,28,0,0,1,true
sc_1263,engagement,a meeting arranged in advance,28,27,1,0,2,true
sc_1264,cultism,devotion to the doctrine or a cult or to the practices of a cult,28,28,0,0,1,true
sc_1265,allegiance,the act of binding yourself (intellectually or emotionally) to a course of action,28,28,0,0,1,true
sc_1266,neutral,one who does not side with any party in a war or dispute,28,28,0,0,1,true
sc_1267,goes,a usually brief attempt,28,28,0,0,1,true
sc_1268,keeping,conformity or harmony,28,28,0,0,1,true
sc_1269,nine,a team of professional baseball players who play and travel together,28,26,2,0,2,true
sc_1270,comprehensive,an intensive examination testing a student's proficiency in some special field of knowledge,28,28,0,0,1,true
sc_1271,array,an orderly arrangement,28,28,0,0,1,true
sc_1272,favor,an act of gracious kindness,28,28,0,0,1,true
sc_1273,picture,a clear and telling mental image,28,28,0,0,1,true
sc_1274,doctrinal,relating to or involving or preoccupied with doctrine,28,28,0,0,1,true
sc_1275,valid,well grounded in logic or truth or having legal force,28,27,1,0,2,true
sc_1276,analyses,an investigation of the component parts of a whole and their relations in making up the whole,28,28,0,0,1,true
sc_1277,assigned,appointed to a post or duty,28,24,4,0,2,true
sc_1278,fraud,intentional deception resulting in injury to another person,28,28,0,0,1,true
sc_1279,psychiatric,relating to or used in or engaged in the practice of psychiatry,28,28,0,0,1,true
sc_1280,expert,a person with special knowledge or ability who performs skillfully,28,28,0,0,1,true
sc_1281,demanding,requiring more than usually expected or thought due; especially great patience and effort and skill,28,27,1,0,2,true
sc_1282,topic,the subject matter of a conversation or discussion,28,26,0,2,2,true
sc_1283,comparison,the act of examining resemblances,28,27,1,0,2,true
sc_1284,corrupt,lacking in integrity,28,28,0,0,1,true
sc_1285,renewal,the conversion of wasteland into land suitable for use of habitation or cultivation,28,28,0,0,1,true
sc_1286,resource,available source of wealth; a new or reserve supply that can be drawn upon when needed,28,27,1,0,2,true
sc_1287,spent,"depleted of energy, force, or strength",28,28,0,0,1,true
sc_1288,music,an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner,28,27,0,1,2,true
sc_1289,paranoid,a person afflicted with paranoia,28,28,0,0,1,true
sc_1290,reporting,the news as presented by reporters for newspapers or radio or television,28,28,0,0,1,true
sc_1291,divinity,the quality of being divine,28,28,0,0,1,true
sc_1292,stay,continuing or remaining in a place or state,28,28,0,0,1,true
sc_1293,unlike,marked by dissimilarity,28,28,0,0,1,true
sc_1294,eclectic,someone who selects according to the eclectic method,28,28,0,0,1,true
sc_1295,rich,people who have possessions and wealth (considered as a group),28,28,0,0,1,true
sc_1296,rebellion,refusal to accept some authority or code or convention,28,28,0,0,1,true
sc_1297,answer,a statement (either spoken or written) that is made to reply to a question or request or criticism or accusation,28,28,0,0,1,true
sc_1298,holistic,emphasizing the organic or functional relation between parts and the whole,28,28,0,0,1,true
sc_1299,staff,personnel who assist their superior in carrying out an assigned task,28,28,0,0,1,true
sc_1300,capitalism,an economic system based on private ownership of capital,27,27,0,0,1,true
sc_1301,kill,the act of terminating a life,27,27,0,0,1,true
sc_1302,affected,acted upon; influenced,27,27,0,0,1,true
sc_1303,obedience,the act of obeying; dutiful or submissive behavior with respect to another person,27,27,0,0,1,true
sc_1304,equivalent,a person or thing equal to another in value or measure or force or effect or significance etc,27,27,0,0,1,true
sc_1305,induced,brought about or caused; not spontaneous,27,27,0,0,1,true
sc_1306,ego,an inflated feeling of pride in your superiority to others,27,27,0,0,1,true
sc_1307,mobilization,act of assembling and putting into readiness for war or other emergency:,27,27,0,0,1,true
sc_1308,daughter,a female human offspring,27,27,0,0,1,true
sc_1309,accompanied,having companions or an escort,27,27,0,0,1,true
sc_1310,nationalism,love of country and willingness to sacrifice for it,27,27,0,0,1,true
sc_1311,moderate,a person who takes a position in the political center,27,27,0,0,1,true
sc_1312,suspicion,an impression that something might be the case,27,27,0,0,1,true
sc_1313,distress,psychological suffering,27,27,0,0,1,true
sc_1314,selection,the act of choosing or selecting,27,27,0,0,1,true
sc_1315,pluralism,a social organization in which diversity of racial or religious or ethnic or cultural groups is tolerated,27,27,0,0,1,true
sc_1316,tactics,the branch of military science dealing with detailed maneuvers to achieve objectives set by strategy,27,27,0,0,1,true
sc_1317,anthony,Roman general under Julius Caesar in the Gallic wars; repudiated his wife for the Egyptian queen Cleopatra; they were defeated by Octavian at Actium (83-30 BC),27,27,0,0,1,true
sc_1318,industry,the people or companies engaged in a particular kind of commercial enterprise,27,27,0,0,1,true
sc_1319,ethic,the principles of right and wrong that are accepted by an individual or a social group,27,27,0,0,1,true
sc_1320,appearance,outward or visible aspect of a person or thing,27,27,0,0,1,true
sc_1321,root,(linguistics) the form of a word after all affixes are removed,27,27,0,0,1,true
sc_1322,nuclear,(weapons) deriving destructive energy from the release of atomic energy,27,27,0,0,1,true
sc_1323,meaningful,having a meaning or purpose,27,27,0,0,1,true
sc_1324,representative,a person who represents others,27,27,0,0,1,true
sc_1325,holding,the act of retaining something,27,27,0,0,1,true
sc_1326,stop,the act of stopping something,27,27,0,0,1,true
sc_1327,contradiction,opposition between two conflicting forces or ideas,27,27,0,0,1,true
sc_1328,institution,an organization founded and united for a specific purpose,27,27,0,0,1,true
sc_1329,assault,close fighting during the culmination of a military attack,27,27,0,0,1,true
sc_1330,frequent,coming at short intervals or habitually,27,27,0,0,1,true
sc_1331,orthodoxy,the quality of being orthodox (especially in religion),27,27,0,0,1,true
sc_1332,devotee,an ardent follower and admirer,27,27,0,0,1,true
sc_1333,letters,the literary culture,27,27,0,0,1,true
sc_1334,sound,the particular auditory effect produced by a given cause,27,26,0,1,2,true
sc_1335,adoption,the act of accepting with approval; favorable reception,27,27,0,0,1,true
sc_1336,institute,an association organized to promote art or science or education,27,27,0,0,1,true
sc_1337,travel,the act of going from one place to another,27,27,0,0,1,true
sc_1338,fashion,how something is done or how it happens,27,27,0,0,1,true
sc_1339,reflected,(especially of incident sound or light) bent or sent back,27,27,0,0,1,true
sc_1340,performance,a dramatic or musical entertainment,27,26,1,0,2,true
sc_1341,preaching,a moralistic rebuke,27,26,1,0,2,true
sc_1342,counterculture,a culture with lifestyles and values opposed to those of the established culture,27,27,0,0,1,true
sc_1343,veneration,a feeling of profound respect for someone or something,27,27,0,0,1,true
sc_1344,cent,a coin worth one-hundredth of the value of the basic unit,27,27,0,0,1,true
sc_1345,researcher,a scientist who devotes themself to doing research,26,26,0,0,1,true
sc_1346,section,a self-contained part of a larger composition (written or musical),26,26,0,0,1,true
sc_1347,functioning,process or manner of functioning or operating,26,24,2,0,2,true
sc_1348,split,extending the legs at right angles to the trunk (one in front and the other in back),26,26,0,0,1,true
sc_1349,logical,capable of or reflecting the capability for correct and valid reasoning,26,26,0,0,1,true
sc_1350,vehicle,a medium for the expression or achievement of something,26,26,0,0,1,true
sc_1351,motivation,the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior,26,26,0,0,1,true
sc_1352,harmony,compatibility in opinion and action,26,26,0,0,1,true
sc_1353,gas,the state of matter distinguished from the solid and liquid states by: relatively low density and viscosity; relatively great expansion and contraction with changes in pressure and temperature; the ability to diffuse readily; and the spontaneous tendency to become distributed uniformly throughout any container,26,26,0,0,1,true
sc_1354,equality,the quality of being the same in quantity or measure or value or status,26,26,0,0,1,true
sc_1355,publicity,a message issued in behalf of some product or cause or idea or person or institution,26,26,0,0,1,true
sc_1356,opposite,"a word that expresses a meaning opposed to the meaning of another word, in which case the two words are antonyms of each other",26,25,1,0,2,true
sc_1357,domain,a particular environment or walk of life,26,26,0,0,1,true
sc_1358,validity,the quality of being valid and rigorous,26,26,0,0,1,true
sc_1359,composed,serenely self-possessed and free from agitation especially in times of stress,26,26,0,0,1,true
sc_1360,wish,a specific feeling of desire,26,26,0,0,1,true
sc_1361,mutual,concerning each of two or more persons or things; especially given or done in return,26,26,0,0,1,true
sc_1362,bear,an investor with a pessimistic market outlook; an investor who expects prices to fall and so sells now in order to buy later at a lower price,26,26,0,0,1,true
sc_1363,standing,social or financial or professional status or reputation,26,26,0,0,1,true
sc_1364,trauma,any physical damage to the body caused by violence or accident or fracture etc.; the condition of an injury,26,26,0,0,1,true
sc_1365,reliable,worthy of reliance or trust,26,26,0,0,1,true
sc_1366,ready,poised for action,26,26,0,0,1,true
sc_1367,title,a heading that names a statute or legislative bill; may give a brief summary of the matters it deals with,26,26,0,0,1,true
sc_1368,classical,traditional genre of music conforming to an established form and appealing to critical interest and developed musical taste,26,26,0,0,1,true
sc_1369,command,an authoritative direction or instruction to do something,26,26,0,0,1,true
sc_1370,employment,the state of being employed or having a job,26,26,0,0,1,true
sc_1371,jihad,a holy struggle or striving by a Muslim for a moral or spiritual or political goal,26,26,0,0,1,true
sc_1372,patient,a person who requires medical care,26,22,4,0,2,true
sc_1373,sophisticated,having or appealing to those having worldly knowledge and refinement and savoir-faire,26,26,0,0,1,true
sc_1374,classified,a short ad in a newspaper or magazine (usually in small print) and appearing along with other ads of the same type,26,26,0,0,1,true
sc_1375,guilty,responsible for or chargeable with a reprehensible act,25,24,1,0,2,true
sc_1376,attractive,pleasing to the eye or mind especially through beauty or charm,25,24,1,0,2,true
sc_1377,armed,(used of persons or the military) characterized by having or bearing arms,25,25,0,0,1,true
sc_1378,conscience,motivation deriving logically from ethical or moral principles that govern a person's thoughts and actions,25,20,5,0,2,true
sc_1379,narrow,not wide,25,25,0,0,1,true
sc_1380,barker,someone who stands in front of a show (as at a carnival) and gives a loud colorful sales talk to potential customers,25,25,0,0,1,true
sc_1381,satisfaction,"the contentment one feels when one has fulfilled a desire, need, or expectation",25,24,1,0,2,true
sc_1382,stability,the quality or attribute of being firm and steadfast,25,25,0,0,1,true
sc_1383,easy,posing no difficulty; requiring little effort,25,23,0,2,2,true
sc_1384,accommodation,a settlement of differences,25,25,0,0,1,true
sc_1385,confined,not invading healthy tissue,25,25,0,0,1,true
sc_1386,fellow,a boy or man,25,25,0,0,1,true
sc_1387,unacceptable,not acceptable; not welcome,25,24,1,0,2,true
sc_1388,scene,the visual percept of a region,25,25,0,0,1,true
sc_1389,implicit,implied though not directly expressed; inherent in the nature of something,25,25,0,0,1,true
sc_1390,proliferation,growth by the rapid multiplication of parts,25,25,0,0,1,true
sc_1391,closer,a person who closes something,25,25,0,0,1,true
sc_1392,sociocultural,relating to both social and cultural matters,25,25,0,0,1,true
sc_1393,tied,fastened with strings or cords,25,24,0,1,2,true
sc_1394,ethos,(anthropology) the distinctive spirit of a culture or an era,25,25,0,0,1,true
sc_1395,examination,the act of examining something closely (as for mistakes),25,25,0,0,1,true
sc_1396,articulated,consisting of segments held together by joints,25,25,0,0,1,true
sc_1397,integration,the action of incorporating a racial or religious group into a community,25,24,0,1,2,true
sc_1398,brazilian,a native or inhabitant of Brazil,25,25,0,0,1,true
sc_1399,outcome,a phenomenon that follows and is caused by some previous phenomenon,25,25,0,0,1,true
sc_1400,journal,a daily written record of (usually personal) experiences and observations,25,25,0,0,1,true
sc_1401,net,the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses),25,25,0,0,1,true
sc_1402,registered,(of animals) officially recorded with or certified by a recognized breed association; especially in a stud book,25,25,0,0,1,true
sc_1403,solidarity,a union of interests or purposes or sympathies among members of a group,25,25,0,0,1,true
sc_1404,consensus,agreement in the judgment or opinion reached by a group as a whole,25,25,0,0,1,true
sc_1405,watching,the act of observing; taking a patient look,25,25,0,0,1,true
sc_1406,consideration,the process of giving careful thought to something,25,25,0,0,1,true
sc_1407,discovery,the act of discovering something,25,25,0,0,1,true
sc_1408,panic,an overwhelming feeling of fear and anxiety,25,25,0,0,1,true
sc_1409,confusion,disorder resulting from a failure to behave predictably,25,22,3,0,2,true
sc_1410,heavenly,relating to or inhabiting a divine heaven,25,25,0,0,1,true
sc_1411,privilege,a special advantage or immunity or benefit not enjoyed by all,25,19,0,6,2,true
sc_1412,healthy,having or indicating good health in body or mind; free from infirmity or disease,25,25,0,0,1,true
sc_1413,contribution,the effort contributed by a person in bringing about a result,25,25,0,0,1,true
sc_1414,forward,"a position on a basketball, soccer, or hockey team",25,25,0,0,1,true
sc_1415,escape,an inclination to retreat from unpleasant realities through diversion or fantasy,25,24,1,0,2,true
sc_1416,visionary,a person given to fanciful speculations and enthusiasms with little regard for what is actually possible,25,25,0,0,1,true
sc_1417,accessible,capable of being reached,25,25,0,0,1,true
sc_1418,drawing,"an illustration that is drawn by hand and published in a book, magazine, or newspaper",25,25,0,0,1,true
sc_1419,radio,medium for communication,25,25,0,0,1,true
sc_1420,brahma,the Creator; one of the three major deities in the later Hindu pantheon,25,25,0,0,1,true
sc_1421,commercial,a commercially sponsored ad on radio or television,25,25,0,0,1,true
sc_1422,animal,a living organism characterized by voluntary movement,25,25,0,0,1,true
sc_1423,headed,having a heading or caption,25,25,0,0,1,true
